method,path,headers,body,body_length,num_commas,num_hyphens,num_brackets,num_quotes,num_double_quotes,num_slashes,num_braces,num_spaces,has_sql_keywords,has_xss_payload,has_csrf_token,response_status,response_time
GET,https://owasp.org/www-project-webgoat/,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,737
GET,https://owasp.org/robots.txt,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,275
GET,https://owasp.org/sitemap.xml,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,965
GET,https://owasp.org/www-project-webgoat/.svn/entries,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,859
GET,https://owasp.org/www-project-webgoat/.svn/wc.db,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,481
GET,https://owasp.org/www-chapter-salt-lake-city/migrated_content,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,665
GET,https://owasp.org/www-project-auth/,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,614
GET,https://owasp.org/www-project-voice-automated-application-security/migrated_content,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,835
GET,https://owasp.org/www-project-mobile-top-10/2014-risks/m2-insecure-data-storage,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,586
GET,https://owasp.org/www-project-cheat-sheets/cheatsheets/Content_Security_Policy_Cheat_Sheet,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,477
GET,https://owasp.org/www-chapter-ankara/migrated_content,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,582
GET,https://owasp.org/www-project-incident-response/migrated_content,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,548
GET,https://owasp.org/www-project-code-review-guide/,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,371
GET,https://owasp.org/www-chapter-mumbai/,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,599
GET,https://owasp.org/www-board/meetings/202003,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,541
GET,https://owasp.org/www-staff/,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,581
GET,https://owasp.org/www-chapter-salt-lake-city/,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,920
GET,https://owasp.org/www-chapter-malaysia/migrated_content,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,843
GET,https://owasp.org/www-chapter-chennai/migrated_content,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,815
GET,https://owasp.org/www-board/meetings/202002,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,1043
GET,https://owasp.org/www-policy/legal/directors-committment-agreement,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,569
GET,https://owasp.org/www-chapter-inland-empire/migrated_content,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,568
GET,https://owasp.org/www-chapter-quebec-city/event/2019/20190423,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,822
GET,https://owasp.org/www-board/meetings/202005,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,574
GET,https://owasp.org/www-chapter-baltimore/,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,596
GET,https://owasp.org/www-chapter-cotonou/,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,873
GET,https://owasp.org/www-board/meetings/202004,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,845
GET,https://owasp.org/www-board/meetings/202007,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,551
GET,https://owasp.org/www-board/meetings/202006,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,892
GET,https://owasp.org/www-board/meetings/202009,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,668
GET,https://owasp.org/ProjectReviews/review/stfc/index.html,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,554
GET,https://owasp.org/www-community/attacks/Command_Injection,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,200,863
GET,https://owasp.org/www-project-cheat-sheets/cheatsheets/C-Based_Toolchain_Hardening_Cheat_Sheet,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,557
GET,https://owasp.org/www-project-vicnum/,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,590
GET,https://owasp.org/www-board/meetings/202008,"{'host': 'owasp.org', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0', 'pragma': 'no-cache', 'cache-control': 'no-cache', 'referer': 'https://owasp.org/sitemap.xml'}",,0,0,0,0,0,0,0,0,0,0,0,0,404,556
